id,Q2,Q6,Q8,Q10,Q12,Q14,Q19,Q17,Q21,Q26,Q24,Q28,Q30,Q32,Q34,age,organization_var,frame_var,weight
715,Female,University degree,Somewhat proud,Urban,Rural,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",4,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,3,0.118696041
716,Male,Post-graduate degree,Very proud,Urban,Both,Southern Vietnam,7,4,"Yes, I will tell them not to buy pangolin products.",3,5,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,1,2,5.49E-05
717,Female,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,3,Slightly important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,23,2,1,0.118696041
718,Female,Post-graduate degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,5,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,1,1,0.118696041
719,Male,High school degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,34,1,3,0.779549616
720,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,23,2,2,10.00008081
721,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,30,2,3,0.118696041
722,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,40,1,2,0.118696041
723,Female,High school degree,Very proud,Urban,Both,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",1,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,27,1,3,10.00008081
724,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,31,1,2,5.49E-05
725,Male,University degree,Very proud,Urban,Urban,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,1,1,5.49E-05
726,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,46,1,1,0.118696041
727,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,39,2,2,0.00169562
728,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,26,1,3,0.00169562
729,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,47,2,3,5.49E-05
730,Female,University degree,Very proud,Rural,Rural,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",2,4,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,49,2,2,3.663160372
731,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,1,3,5.49E-05
732,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,41,1,1,5.49E-05
733,Female,University degree,Very proud,Urban,Rural,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,39,2,3,0.118696041
734,Male,University degree,Very proud,Urban,Both,Southern Vietnam,1,4,"No, I will let them decide what to do.",2,2,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,16,1,3,5.49E-05
735,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,29,2,1,0.118696041
736,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,59,2,2,5.49E-05
737,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,46,2,1,0.118696041
738,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,2,0.118696041
739,Male,Post-graduate degree,Very proud,Rural,Both,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,38,1,2,0.00169562
740,Male,High school degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,2,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,19,2,3,0.779549616
741,Male,Post-graduate degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,38,2,1,5.49E-05
742,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,40,2,2,5.49E-05
743,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,1,0.118696041
744,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,37,1,1,5.49E-05
745,Female,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,1,2,0.118696041
746,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,1,3,5.49E-05
747,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"No, I will let them decide what to do.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,27,1,2,0.118696041
748,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,22,2,1,0.118696041
749,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,46,2,1,0.118696041
750,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,3,5.49E-05
751,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,1,3,0.779549616
752,Female,University degree,Very proud,Urban,Both,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,27,2,3,0.118696041
753,Male,High school degree,Somewhat proud,Urban,Both,Northern Vietnam,5,6,"Yes, I will tell them not to buy pangolin products.",5,6,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a week,37,1,2,0.779549616
754,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,46,2,2,5.49E-05
755,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,27,2,3,5.49E-05
756,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",Not at all,40,2,2,5.49E-05
757,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",5,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,30,2,1,5.49E-05
758,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,1,1,"No, I will let them decide what to do.",2,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,27,2,2,0.118696041
759,Male,Post-graduate degree,Very proud,Urban,Rural,Both equally,7,6,"Yes, I will tell them not to buy pangolin products.",7,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,29,1,2,5.49E-05
760,Male,High school degree,Somewhat proud,Urban,Rural,Both equally,6,6,"No, I will let them decide what to do.",5,5,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a week,32,2,1,0.779549616
761,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,50,1,3,5.49E-05
762,Male,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,33,1,3,5.49E-05
763,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,22,2,2,0.118696041
764,Female,University degree,Very proud,Urban,Rural,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,1,1,0.118696041
765,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Not important at all,Slightly important,"No, I have not used traditional Chinese medicine.",A few times a month,20,2,2,0.118696041
766,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,21,2,1,0.118696041
767,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",A few times a year,40,1,3,0.118696041
768,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,25,2,3,0.00169562
769,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,1,1,5.49E-05
770,Male,High school degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,3,10.00008081
771,Male,University degree,Very proud,Rural,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,27,1,1,0.00169562
772,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,2,1,0.779549616
773,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,23,1,2,5.49E-05
774,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,3,5.49E-05
775,Male,Less than high school degree,Very proud,Urban,Rural,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",5,6,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",Everyday,35,1,2,0.779549616
776,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",5,7,Important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,45,1,2,5.49E-05
777,Female,High school degree,Very proud,Urban,Urban,Southern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,18,2,3,10.00008081
778,Male,University degree,Very proud,Rural,Rural,Neither,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,43,1,3,0.00169562
779,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,2,1,5.49E-05
780,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,31,1,1,5.49E-05
781,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,46,2,1,0.118696041
782,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,4,5,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,20,2,2,0.118696041
783,Male,Post-graduate degree,Somewhat proud,Urban,Rural,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,46,1,2,5.49E-05
784,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,2,3,5.49E-05
785,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,41,1,1,0.118696041
786,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,3,5.49E-05
787,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,39,1,2,0.118696041
788,Female,University degree,Very proud,Urban,Urban,Both equally,7,6,"Yes, I will tell them not to buy pangolin products.",5,6,Important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,36,2,2,0.118696041
789,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,50,1,3,5.49E-05
790,Female,University degree,Very proud,Rural,Rural,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,22,2,1,3.663160372
791,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,42,2,1,0.00169562
792,Male,University degree,Very proud,Urban,Both,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,48,1,3,5.49E-05
793,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,2,5.49E-05
794,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,28,1,1,0.118696041
795,Male,University degree,Very proud,Rural,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,3,0.00169562
796,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,44,1,2,5.49E-05
797,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,1,3,5.49E-05
798,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,2,1,5.49E-05
799,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",1,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,3,0.118696041
800,Male,High school degree,Somewhat proud,Urban,Urban,Neither,7,7,"No, I will let them decide what to do.",7,1,Not important at all,Not important at all,"Yes, I have used traditional Chinese medicine.",A few times a year,19,2,3,0.779549616
801,Male,University degree,Very proud,Urban,Urban,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,31,2,2,5.49E-05
802,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,46,1,1,0.118696041
803,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,1,2,0.779549616
804,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,21,2,1,5.49E-05
805,Male,University degree,Very proud,Urban,Rural,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",7,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,25,1,1,5.49E-05
806,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,2,0.118696041
807,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,3,5.49E-05
808,Male,High school degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,38,1,1,0.779549616
809,Female,High school degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,41,1,3,10.00008081
810,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,2,2,0.779549616
811,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,50,2,3,5.49E-05
812,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,1,2,5.49E-05
813,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,26,2,1,0.118696041
814,Female,University degree,Somewhat proud,Urban,Urban,Both equally,5,6,"Yes, I will tell them not to buy pangolin products.",3,5,Important,Slightly important,"No, I have not used traditional Chinese medicine.",A few times a year,35,1,3,0.118696041
815,Female,High school degree,Very proud,Rural,Rural,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,31,2,3,10.00008081
816,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,41,2,3,0.118696041
817,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,46,1,1,0.118696041
818,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,1,2,5.49E-05
819,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,41,2,2,0.118696041
820,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,26,1,1,0.118696041
821,Male,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,21,1,3,5.49E-05
822,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,6,1,"Yes, I will tell them not to buy pangolin products.",4,2,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,3,10.00008081
823,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,1,5.49E-05
824,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,5,3,"Yes, I will tell them not to buy pangolin products.",1,4,Important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,1,0.118696041
825,Male,University degree,Very proud,Urban,Both,Southern Vietnam,6,1,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,32,1,1,5.49E-05
826,Female,Post-graduate degree,Very proud,Urban,Urban,Neither,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,33,2,2,0.118696041
827,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",5,6,Slightly important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,2,0.00169562
828,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,46,1,2,0.118696041
829,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,52,1,3,5.49E-05
830,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,36,2,1,5.49E-05
831,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"No, I will let them decide what to do.",6,6,Slightly important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,35,1,2,5.49E-05
832,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,4,4,"Yes, I will tell them not to buy pangolin products.",2,2,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,1,5.49E-05
833,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",5,5,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,35,1,3,0.118696041
834,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,4,4,"Yes, I will tell them not to buy pangolin products.",4,4,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,36,1,2,0.118696041
835,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,2,5.49E-05
836,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,25,2,3,5.49E-05
837,Female,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,1,3,0.118696041
838,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,2,3,5.49E-05
839,Male,High school degree,Somewhat proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,65,2,2,10.00008081
840,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,46,2,1,0.118696041
841,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,50,2,2,5.49E-05
842,Female,High school degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,42,2,1,10.00008081
843,Male,Post-graduate degree,Very proud,Urban,Urban,Both equally,7,6,"Yes, I will tell them not to buy pangolin products.",6,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,58,1,2,5.49E-05
844,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,36,2,3,0.118696041
845,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,26,2,3,5.49E-05
